1675, -1012, 32
1964, -839, -348
1998, -478, -983
1998, -102, -1687
1773, 142, -1997
1105, 153, -1997
230, -234, -1997
-816, -844, -1997
-1650, -1053, -1997
-1998, -1207, -1993
-1998, -1318, -1265
-,-,-
-559, 33, -571
-559, 33, -571
-724, -3, -844
-871, -154, -1275
-1038, -294, -1706
-1351, -356, -1823
-1786, -523, -1677
-1998, -904, -1425
-1998, -1712, 69
-1998, -1797, 1192
-1998, -1581, 1957
-1799, -1426, 1967
-1394, -1807, 1797
-856, -1998, 1642
-366, -1987, 1562
140, -1490, 1337
403, -1098, 1321
451, -1088, 1312
463, -1282, 1054
533, -990, 682
542, -636, 417
526, -556, 150
553, -422, -325
489, -317, -765
407, -330, -967
407, -330, -967
387, -222, -1020
274, 44, -1245
80, 283, -1526
-35, 241, -1725
-287, 124, -1971
-641, 75, -1997
-976, 105, -1989
-1168, -25, -1725
-1510, -349, -1399
-1872, -415, -1367
-1892, -313, -1482
-1950, -529, -939
-,-,-
-610, 72, -313
-640, 97, -500
-631, 263, -907
-761, 400, -1546
-1150, 91, -1872
-1833, -482, -1995
-1998, -1151, -1997
-1998, -1776, -1740
-1998, -1998, 1438
-1615, -1704, 1998
-1223, -1281, 1998
-905, -1241, 1998
-663, -1568, 1995
-394, -1583, 1608
-173, -1514, 1142
97, -1379, 1029
360, -1096, 967
562, -817, 861
738, -535, 642
821, -378, 358
821, -378, 358
926, -312, 42
1041, -152, -357
1053, 0, -727
995, 68, -1115
764, 53, -1467
419, -65, -1898
28, -180, -1997
-366, -80, -1997
-766, -118, -1997
-1119, -312, -1997
-1641, -612, -1997
-1989, -1131, -1997
-1998, -1226, -1937
-1998, -1104, -1447
-,-,-
-501, 16, -481
-486, 139, -687
-553, 192, -1001
-601, 193, -1438
-740, -85, -1662
-1151, -519, -1671
-1774, -965, -1645
-1998, -1437, -1166
-1998, -1831, 5
-1998, -1846, 1213
-1998, -1662, 1749
-1988, -1397, 1335
-810, -1410, 1013
-320, -1335, 1270
-3, -1277, 1662
-42, -1481, 1946
46, -1342, 1680
183, -1248, 1452
439, -1076, 1249
713, -837, 969
713, -837, 969
867, -524, 614
904, -299, 275
935, -193, -80
906, -144, -480
832, -211, -745
679, -264, -1093
572, -288, -1480
574, 2, -1852
360, 268, -1926
-34, 168, -1939
-34, 168, -1939
-502, -68, -1997
-919, -163, -1997
-1481, -289, -1997
-1998, -1201, -1193
-1998, -991, -1042
-1998, -616, -757
-,-,-
-629, 89, -564
-627, 112, -860
-718, 133, -1085
-929, 62, -1271
-1231, -215, -1410
-1511, -415, -1495
-1826, -705, -1370
-1998, -1055, -970
-1998, -1330, -278
-1998, -1537, 458
-1925, -1446, 849
-1654, -1268, 888
-1304, -1322, 864
-856, -1470, 1028
-550, -1797, 1365
-275, -1757, 1449
-90, -1526, 1460
106, -1377, 1527
252, -1217, 1571
395, -1069, 1464
674, -886, 1255
977, -589, 875
1116, -311, 460
1115, -260, 205
1085, -228, -29
1086, -154, -294
1039, -3, -603
-,-,-
768, -162, -1294
485, -122, -1408
15, -253, -1515
-283, -500, -1766
-846, -777, -1997
-1236, -629, -1997
-1625, -544, -1997
-1922, -528, -1997
-1985, -393, -1958
-,-,-
-791, -118, -65
-677, -26, -282
-547, 62, -600
-446, 199, -829
-498, 311, -913
-560, 383, -930
-630, 368, -985
-919, -21, -1034
-1385, -404, -1129
-1905, -748, -1149
-1998, -1242, -961
-1998, -1431, -541
-1998, -1325, 114
-1981, -1164, 705
-1782, -1010, 1082
-1476, -983, 1222
-895, -1051, 1144
-740, -1142, 1168
-581, -1122, 1139
-430, -1038, 1076
-240, -918, 1011
-77, -1015, 1102
86, -987, 1077
290, -738, 1025
463, -546, 872
463, -546, 872
614, -455, 657
707, -361, 542
631, -265, 442
494, -174, 345
443, -111, 181
434, -79, -96
434, -79, -96
347, -115, -407
243, -208, -596
173, -139, -892
88, -88, -1469
-90, -56, -1965
-377, -185, -1997
-743, -597, -1997
-1085, -611, -1997
-1368, -635, -1997
-1472, -868, -1997
-1774, -1199, -1997
-1998, -1042, -1997
-1998, -1335, 195
-,-,-
-540, -44, -291
-401, 102, -621
-401, 102, -621
-361, 229, -870
-463, 234, -994
-636, 58, -1259
-966, -247, -1587
-1370, -567, -1815
-1717, -913, -1652
-1901, -1150, -1043
-1998, -1224, 603
-1998, -996, 1137
-1977, -985, 1234
-1755, -1064, 1071
-1472, -951, 1077
-1354, -1101, 1041
-1197, -1209, 1001
-979, -1050, 1063
-690, -909, 1186
-509, -1031, 1294
-372, -1012, 1263
-215, -850, 1063
-21, -702, 846
162, -597, 677
360, -454, 472
507, -293, 233
583, -148, 60
638, -59, -47
638, -59, -47
673, -12, -160
660, 16, -305
605, 34, -539
545, -36, -678
357, -135, -718
94, -333, -941
94, -333, -941
7, -330, -1460
-38, -286, -1886
-409, -450, -1997
-808, -635, -1997
-1205, -807, -1997
-1659, -1121, -1992
-1998, -1235, -1707
-1998, -912, -1028
-1998, -858, -44
-,-,-
-607, 18, -576
-544, 92, -747
-544, 92, -747
-483, 127, -1088
-525, 78, -1518
-699, -8, -1838
-1010, -348, -1915
-1459, -876, -1865
-1825, -1140, -1477
-1998, -1479, 374
-1998, -1660, 1258
-1964, -1614, 1853
-1529, -1358, 1998
-973, -1164, 1951
-675, -1196, 1512
-353, -1230, 1389
-162, -1210, 1403
36, -868, 1185
227, -651, 1084
409, -508, 1033
505, -365, 850
554, -303, 624
557, -271, 336
557, -271, 336
533, -244, -5
514, -150, -342
512, -107, -680
459, -93, -1017
279, -23, -1196
-13, -118, -1311
-250, -297, -1700
-407, -320, -1996
-672, -341, -1997
-1037, -382, -1997
-1313, -476, -1997
-1649, -683, -1856
-1956, -821, -1523
-1998, -974, -1160
-1998, -922, -717
-1860, -1116, 703
-,-,-
-327, 73, -545
-222, 235, -1022
-213, 213, -1463
-222, 235, -1745
-373, 313, -1939
-861, 185, -1997
-1546, -535, -1997
-1998, -1639, -1714
-1998, -1998, -81
-1998, -1998, 1601
-1998, -1979, 1998
-1245, -1020, 1998
-692, -760, 1998
-476, -1234, 1893
-238, -1282, 1470
-70, -1088, 1134
105, -864, 961
367, -583, 843
367, -583, 843
563, -482, 649
678, -377, 362
779, -166, -7
849, 20, -375
832, 64, -642
696, 84, -838
696, 84, -838
439, 45, -1124
116, -83, -1467
-192, -376, -1712
-633, -519, -1832
-1054, -450, -1968
-1290, -417, -1997
-1359, -445, -1996
-1529, -358, -1776
-1872, -455, -992
-1878, -751, -342
-,-,-
-515, 7, -623
-427, 139, -891
-374, 313, -1186
-400, 284, -1419
-602, 19, -1597
-1019, -320, -1755
-1576, -686, -1792
-1957, -1272, -1584
-1998, -1803, -863
-1998, -1873, 140
-1998, -1660, 749
-1670, -1505, 923
-996, -1234, 1125
-495, -1090, 1466
-314, -1238, 1882
-180, -1019, 1960
54, -445, 1795
54, -445, 1795
102, -503, 1559
127, -594, 1359
156, -708, 1202
231, -724, 911
336, -697, 579
456, -599, 249
532, -463, -138
595, -393, -499
600, -338, -954
558, -191, -1578
433, -47, -1986
433, -47, -1986
75, -11, -1997
-228, -94, -1997
-559, -344, -1997
-873, -463, -1996
-1216, -436, -1997
-1510, -541, -1986
-1825, -896, -1419
-1954, -1082, -836
-,-,-
-393, 169, -821
-383, 259, -937
-479, 142, -965
-623, -97, -1091
-807, -261, -1274
-1054, -422, -1413
-1315, -643, -1234
-1544, -850, -863
-1775, -1092, -510
-1899, -1190, -248
-1988, -1159, 561
-1885, -1393, 948
-1588, -1400, 1239
-1243, -1169, 1464
-1008, -1072, 1595
-811, -1135, 1647
-546, -1031, 1688
-361, -918, 1572
-184, -778, 1392
22, -767, 1331
251, -842, 1274
578, -812, 1014
798, -621, 545
896, -399, 79
896, -399, 79
908, -261, -209
879, -79, -468
820, 28, -786
690, -16, -960
410, -133, -1043
119, -288, -1272
-171, -341, -1756
-564, -472, -1997
-1025, -720, -1997
-1451, -958, -1997
-1838, -960, -1997
-1990, -817, -1997
-,-,-
-449, 170, -858
-402, 275, -900
-423, 213, -851
-420, 67, -869
-436, -13, -1038
-593, -120, -1161
-891, -414, -1133
-1322, -748, -1148
-1806, -1216, -1251
-1998, -1881, -1101
-1998, -1998, -561
-1998, -1998, 166
-1575, -1401, 1937
-1266, -1161, 1998
-898, -1153, 1998
-537, -1152, 1998
-274, -900, 1856
-78, -646, 1665
17, -597, 1540
42, -574, 1204
42, -574, 1204
79, -573, 831
127, -557, 549
162, -574, 286
151, -414, 107
105, -234, -18
88, -162, -249
141, -124, -555
146, -56, -697
146, -56, -697
69, 0, -836
-31, 79, -1145
-147, 86, -1296
-351, -89, -1192
-647, -240, -1084
-845, -241, -1319
-905, -247, -1594
-1032, -255, -1625
-1307, -320, -1437
-1498, -479, -1313
-1443, -482, -1432
-1419, -492, -1486
-1750, -607, -1100
-1948, -779, -675
-1450, -769, -715
-,-,-
-491, -6, -1142
-736, -204, -1580
-1194, -609, -1901
-1857, -1131, -1996
-1998, -1693, -1960
-1998, -1998, -1461
-1998, -1981, -247
-1835, -1834, 1513
-1635, -1048, 1952
-1220, -1160, 1589
-860, -1359, 1230
-598, -1332, 1016
-417, -1108, 1103
-278, -761, 1070
-244, -552, 1064
-270, -592, 1063
-297, -791, 1063
-238, -762, 937
-102, -571, 696
20, -447, 471
16, -381, 369
16, -381, 369
-18, -434, 237
98, -464, -93
332, -167, -612
354, 223, -862
256, 147, -895
230, -13, -1079
251, 167, -1540
251, 167, -1540
27, 300, -1787
-428, 27, -1758
-779, -477, -1951
-1093, -691, -1997
-1363, -401, -1997
-1624, -334, -1715
-1683, -710, -777
-1671, -737, -508
-1901, -954, -398
-,-,-
-405, 90, -498
-377, 119, -577
-415, 161, -795
-422, 157, -1147
-539, -25, -1421
-941, -340, -1543
-1477, -449, -1714
-1801, -913, -1995
-1915, -1486, -1967
-1984, -1824, -1111
-1998, -1751, 1928
-1993, -1590, 1368
-1741, -1770, 1184
-1306, -1277, 1506
-1058, -1112, 1624
-760, -1003, 1365
-486, -1050, 1051
-218, -913, 977
-52, -846, 1317
76, -623, 1390
227, -461, 1196
374, -421, 1024
494, -356, 858
515, -262, 612
481, -180, 326
481, -180, 326
490, -68, 104
540, -22, -230
551, 0, -579
485, 67, -785
478, 64, -997
478, 64, -997
482, 19, -1423
265, -157, -1639
-81, -335, -1703
-443, -555, -1694
-723, -753, -1957
-977, -891, -1997
-1468, -1001, -1997
-1967, -965, -1997
-1998, -855, -1997
-,-,-
-687, -144, -787
-718, -38, -1028
-864, -133, -1285
-1270, -419, -1643
-1780, -1092, -1756
-1988, -1659, -1703
-1998, -1826, -1201
-1998, -1759, 451
-1658, -905, 1996
-1435, -1153, 1702
-1073, -1074, 987
-752, -1052, 789
-650, -1260, 1232
-467, -1057, 1388
-317, -827, 1345
-152, -582, 1221
-77, -512, 1160
-37, -666, 1250
72, -632, 1151
207, -507, 920
207, -507, 920
322, -382, 759
456, -296, 642
566, -289, 491
680, -167, 204
705, -71, -217
647, -29, -542
519, -40, -838
519, -40, -838
334, -23, -1045
118, -19, -1296
-139, -143, -1558
-432, -242, -1709
-768, -194, -1841
-994, -226, -1941
-1121, -259, -1997
-1355, -290, -1997
-1995, -711, -1688
-1998, -800, -1378
-1998, -1038, -1121
-,-,-
-673, -47, -543
-785, -74, -642
-923, -101, -736
-1089, -228, -976
-1318, -422, -1258
-1578, -693, -1371
-1761, -902, -1111
-1851, -1052, -743
-1907, -1088, -442
-1938, -1076, -140
-1871, -1314, 448
-1647, -1348, 1062
-1044, -994, 1092
-832, -1032, 1250
-641, -1019, 1562
-524, -960, 1513
-450, -900, 1335
-360, -874, 1200
-278, -787, 937
-266, -706, 726
-266, -706, 726
-165, -560, 665
-35, -455, 650
47, -383, 553
94, -344, 407
102, -361, 344
119, -310, 218
149, -155, 14
149, -155, 14
167, -39, -122
205, 33, -242
200, 6, -378
124, -19, -543
31, 2, -807
31, 2, -807
-81, 70, -1054
-195, 219, -1249
-342, 179, -1459
-553, 6, -1612
-757, -226, -1561
-1003, -413, -1477
-1268, -451, -1573
-1459, -552, -1761
-1697, -717, -1685
-1883, -870, -1316
-1923, -795, -912
-1906, -675, -577
-,-,-
-639, 32, -623
-761, 24, -798
-761, 24, -798
-916, -50, -938
-1029, -205, -1129
-1244, -446, -1219
-1497, -669, -1031
-1874, -1005, -421
-1849, -1116, -79
-1901, -1050, 331
-1964, -1250, 608
-1693, -1454, 582
-1264, -1402, 643
-869, -1350, 927
-630, -1226, 1183
-480, -992, 1351
-373, -805, 1362
-267, -696, 1129
-150, -690, 1063
-23, -748, 1126
98, -718, 1108
231, -528, 922
354, -350, 769
354, -350, 769
425, -250, 670
441, -127, 499
419, -33, 272
358, -43, 65
289, -140, -101
216, -237, -221
121, -189, -334
25, -139, -459
25, -139, -459
-29, -143, -688
-102, -128, -905
-289, -256, -1131
-451, -151, -1673
-441, 42, -1997
-532, -104, -1997
-907, -381, -1997
-1384, -571, -1990
-1562, -433, -1943
-1932, -570, -788
-1961, -526, -296
-,-,-
-441, 139, -1576
-441, 139, -1576
-394, 131, -1968
-546, 182, -1997
-932, -129, -1992
-1914, -1451, -1147
-1998, -1991, -30
-1998, -1998, 907
-1994, -1965, 1413
-1717, -1631, 1554
-1332, -1218, 1476
-1024, -1241, 1279
-802, -1467, 1157
-547, -1221, 1170
-356, -874, 1077
-208, -551, 996
-175, -557, 960
-185, -678, 923
-160, -647, 810
-6, -417, 866
169, -233, 1080
302, -250, 977
289, -419, 689
289, -419, 689
118, -618, 483
35, -622, 93
79, -364, -421
105, -186, -625
70, -79, -693
4, 83, -851
4, 83, -851
-60, 182, -1041
-94, 199, -1125
-188, 259, -1157
-415, 189, -1201
-585, 62, -1364
-769, -125, -1494
-913, -168, -1428
-1023, -198, -1203
-1197, -179, -1166
-1427, -316, -1258
-1714, -774, -1081
-1946, -1073, -734
-,-,-
-674, 359, -1183
-674, 359, -1183
-554, 406, -1734
-633, 292, -1997
-1080, -191, -1997
-1998, -1652, -1847
-1998, -1998, -689
-1998, -1998, 759
-1924, -1955, 1595
-1527, -1691, 1818
-1066, -1588, 1868
-607, -1497, 1494
-170, -1215, 1309
97, -1019, 1407
277, -787, 1292
378, -593, 1231
452, -423, 1093
434, -404, 931
417, -373, 773
389, -272, 581
323, -157, 346
323, -157, 346
196, -156, 173
67, -221, 21
20, -263, -291
31, -182, -613
-53, -5, -730
-177, 108, -798
-280, 44, -1164
-280, 44, -1164
-343, -57, -1584
-417, 30, -1809
-615, 85, -1754
-863, 42, -1516
-981, -173, -1357
-1053, -247, -1325
-1309, -268, -1377
-1615, -276, -1317
-1559, -549, -1224
-1681, -707, -843
-1806, -681, -221
-1782, -830, 345
-,-,-
-538, 110, -1175
-709, 358, -1723
-818, 731, -1997
-1370, 244, -1997
-1980, -1080, -1997
-1998, -1986, -1926
-1998, -1998, 187
-1967, -1998, 1960
-1312, -1998, 1987
-135, -1157, 1468
24, -776, 1263
11, -775, 1341
11, -775, 1341
-53, -772, 1193
-126, -840, 935
-162, -879, 775
-170, -801, 827
-146, -685, 977
-22, -435, 889
90, -339, 662
168, -324, 434
176, -225, 229
176, -225, 229
161, -145, 104
148, -89, 56
184, -34, -122
245, 72, -322
183, 62, -391
183, 62, -391
66, 124, -501
-35, 210, -871
-63, 247, -1185
-234, 126, -1186
-587, -162, -1180
-854, -260, -1478
-967, -82, -1803
-1285, -169, -1588
-1675, -462, -1252
-1863, -525, -1263
-1945, -487, -1441
-1997, -474, -1235
-1924, -507, 11
-1924, -507, 11
-1588, -456, 228
-,-,-
-139, 574, -1384
-111, 946, -1992
-565, 1210, -1997
-1402, 557, -1997
-1992, -1393, -1997
-1998, -1998, -1958
-1998, -1998, 39
-1996, -1998, 1969
-1460, -1850, 1998
-635, -1318, 1998
-213, -1148, 1560
27, -853, 775
96, -724, 540
83, -548, 615
-12, -630, 895
-87, -716, 889
-87, -716, 889
-110, -584, 735
-46, -502, 780
179, -399, 764
307, -250, 538
324, -39, 306
306, 68, 174
306, 68, 174
248, 53, 126
223, 51, -73
114, 86, -402
4, 83, -672
4, 83, -672
-118, -7, -768
-272, -199, -854
-348, -237, -1294
-397, -151, -1596
-483, -40, -1590
-663, -18, -1673
-862, -206, -1808
-1018, -383, -1840
-1309, -515, -1665
-1753, -730, -1283
-1995, -877, -870
-1998, -896, -433
-1998, -808, 71
-1957, -801, 384
-,-,-
-450, 135, -550
-449, 207, -903
-596, 350, -1578
-936, 492, -1997
-1534, -275, -1997
-1975, -1148, -1997
-1998, -1649, -1407
-1998, -1998, 1872
-1823, -1972, 1998
-1164, -1583, 1998
-684, -1577, 1915
-461, -1559, 1450
-251, -1198, 1156
-60, -808, 936
130, -573, 958
247, -475, 1032
260, -388, 872
296, -237, 631
296, -237, 631
361, -95, 459
385, -36, 346
345, -37, 222
324, -33, -62
387, 59, -546
387, 59, -546
412, 170, -841
250, 141, -798
6, -27, -779
-167, -136, -1048
-298, -48, -1356
-578, 11, -1517
-832, -126, -1636
-1018, -312, -1703
-1271, -298, -1683
-1597, -366, -1527
-1880, -497, -1229
-1931, -693, -972
-1855, -574, -660
-1743, -278, -175
-,-,-
-809, -128, -72
-663, -20, -142
-524, 116, -357
-356, 171, -688
-369, 229, -1542
-603, 300, -1997
-1119, -206, -1997
-1734, -1591, -1997
-1998, -1998, -1656
-1998, -1998, 499
-1998, -1998, 1968
-1998, -1998, 1998
-1586, -1981, 1998
-46, -1524, 1998
322, -1333, 1718
482, -1329, 1404
761, -1350, 1299
981, -1166, 1186
1202, -817, 997
1202, -817, 997
1456, -432, 553
1601, -151, -63
1546, -147, -677
1302, -217, -1266
997, -178, -1850
673, -144, -1997
148, -296, -1997
-685, -385, -1997
-1401, -598, -1997
-1869, -641, -1997
-1998, -757, -980
-1998, -926, -536
-1998, -1138, -119
-,-,-
-429, 269, -464
-398, 404, -783
-543, 421, -1383
-894, 201, -1977
-1606, -391, -1997
-1998, -1404, -1997
-1998, -1998, -1605
-1998, -1998, -365
-1998, -1998, 951
-1623, -1998, 1965
-809, -1721, 1998
430, -1416, 1998
430, -1416, 1998
863, -1599, 1998
1114, -1141, 1882
1438, -466, 922
1438, -466, 922
1436, -334, 371
1230, -190, -207
935, -296, -673
735, -368, -1141
543, -282, -1512
250, -59, -1613
-81, -21, -1829
-381, -77, -1997
-703, -224, -1997
-1208, -272, -1997
-1678, -396, -1997
-1956, -485, -1897
-1998, -412, -1452
-1998, -1063, -93
-,-,-
-440, 493, -1270
-440, 493, -1270
-539, 555, -1936
-755, 349, -1997
-1369, -493, -1997
-1998, -1998, -757
-1998, -1998, 884
-1998, -1998, 1565
-1683, -1917, 1804
-824, -1667, 1838
61, -1909, 1782
706, -1592, 1569
979, -818, 1599
953, -376, 1764
692, -493, 1656
520, -597, 1148
501, -739, 702
501, -739, 702
397, -672, 608
358, -390, 113
579, -397, -932
959, -227, -1792
1067, 255, -1877
847, 828, -1693
534, 504, -1870
143, -80, -1997
-559, -466, -1994
-1439, -858, -1857
-1991, -1336, -1925
-1998, -1295, -1997
-1998, -907, -1801
-1993, -792, -1180
-1995, -856, -582
-,-,-
-569, 249, -826
-499, 264, -1327
-514, 206, -1891
-802, 303, -1997
-1620, -175, -1997
-1998, -1496, -1997
-1998, -1998, -1811
-1998, -1998, -255
-1998, -1998, 1467
-823, -1682, 1978
36, -1322, 1741
552, -1169, 1654
657, -777, 1612
657, -777, 1612
571, -630, 1555
553, -650, 1537
587, -609, 1417
546, -665, 1155
564, -625, 813
588, -493, 376
567, -327, 69
430, -239, -77
300, -204, -436
311, -144, -856
311, -144, -856
325, -24, -1082
71, -15, -1095
-244, -87, -1343
-319, -183, -1866
-440, -214, -1997
-760, -160, -1997
-1250, -332, -1932
-1591, -765, -1894
-1974, -924, -1757
-1998, -1033, -855
-1998, -1086, -84
-1988, -1031, 476
-,-,-
-683, 39, -416
-600, 221, -807
-562, 389, -1310
-678, 357, -1906
-1023, 156, -1997
-1649, -833, -1953
-1995, -1839, -1157
-1998, -1960, -295
-1998, -1895, 203
-1992, -1853, 329
-1557, -1849, 856
-1108, -1816, 1211
-319, -1330, 1416
62, -1022, 1734
258, -879, 1544
258, -879, 1544
350, -749, 1169
427, -625, 1127
484, -442, 1148
599, -278, 1075
606, -204, 865
435, -432, 560
331, -618, 125
295, -590, -284
337, -234, -633
431, 81, -735
431, 81, -735
518, 210, -996
537, 352, -1587
271, 360, -1973
-261, 48, -1997
-877, -428, -1997
-1404, -792, -1997
-1624, -685, -1981
-1744, -470, -1498
-1741, -416, -1049
-1659, -584, -790
-,-,-
-617, 19, -596
-501, 114, -837
-426, 192, -1241
-516, 229, -1674
-744, 181, -1909
-1183, -197, -1997
-1833, -1031, -1825
-1998, -1831, -1182
-1998, -1998, -270
-1998, -1998, 667
-1954, -1998, 1426
-1365, -1750, 1807
-608, -1174, 1762
-25, -857, 1866
251, -909, 1808
385, -749, 1407
573, -605, 1153
747, -487, 962
937, -450, 745
1010, -249, 518
946, -72, 355
853, -101, 94
853, -101, 94
804, -110, -273
656, -158, -612
464, -245, -946
306, -136, -1501
1, -138, -1970
-366, -248, -1997
-644, -441, -1997
-989, -504, -1997
-1375, -564, -1997
-1838, -789, -1891
-1998, -1030, -1421
-,-,-
-510, 122, -373
-546, 216, -509
-581, 342, -1182
-622, 380, -1942
-1021, 0, -1997
-1747, -667, -1997
-1998, -1535, -1935
-1998, -1994, -1113
-1998, -1998, 220
-1998, -1998, 1660
-1914, -1998, 1998
-1221, -1978, 1958
-308, -1536, 1568
377, -975, 1634
640, -756, 1799
703, -516, 1509
711, -410, 1158
761, -367, 1021
805, -338, 845
746, -323, 532
698, -352, 132
682, -410, -234
612, -363, -527
612, -363, -527
457, -215, -753
287, -248, -1148
186, -271, -1763
-70, -130, -1997
-501, -178, -1997
-923, -345, -1997
-1201, -397, -1997
-1930, -551, -1576
-1998, -864, -1067
-1998, -1072, -556
-1998, -880, -312
-1928, -858, 272
-1751, -832, 990
-,-,-
-493, 65, -468
-370, 271, -660
-423, 371, -872
-617, 234, -1247
-872, -57, -1862
-1506, -135, -1997
-1998, -548, -1997
-1998, -1820, -1983
-1970, -1998, 761
-1442, -1535, 1864
-947, -830, 1986
